"ID";"TOMA";"SEXO";"EDADJUBILACION";"EDAD";"ECIVIL";"TIEMPOVIUDA";"EDADCONY";"ANIMO";"OCUPACION";"ULTIMAOCUPACION";"HACECUANTO";"CAMBIOJUBIL";"COMOCAMBIO";"NIVELESTUDIOS";"VECESMEDICO";"SALUDSUBJ";"SALUDSATIS";"VIDASTIS";"HACIENDOMAYOR";"CONQUIENVIVE";"MIEMBROSHOGAR";"VECES1";"VECES2";"VECES3";"VECES4";"VECES5";"VECES6";"VECES7";"VECES8";"VECES9";"VECES10";"VECES11";"VECES12";"VECES13";"LLEVA1";"LLEVA2";"LLEVA3";"LLEVA4";"LLEVA5";"LLEVA6";"LLEVA7";"LLEVA8";"LLEVA9";"LLEVA10";"LLEVA11";"LLEVA12";"CURSO1";"PROFE1";"CURSO2";"PROFE2";"CURSO3";"PROFE3";"CURSO4";"PROFE4";"MOTIVO1";"MOTIVO2";"MOTIVO3";"MOTIVO4";"MOTIVO5";"MOTIVO6";"MOTIVO7";"MOTIVO8";"MOTIVO9";"MOTIVO10";"MOTIVO11";"MOTIVO12";"MOTIVO13";"MOTIVO14";"MOTIVO15";"MOTIVO16";"MOTIVO17";"MOTIVO18";"MOTIVO19";"CURSOANT1";"PROFEANT1";"CURSOANT2";"PROFEANT2";"CURSOANT3";"PROFEANT3";"AÑOS";"LOGROS1";"LOGROS2";"LOGROS3";"LOGROS4";"LOGROS5";"LOGROS6";"LOGROS7";"LOGROS8";"LOGROS9";"LOGROS10";"LOGROS11";"LOGROS12";"LOGROS13";"LOGROS14";"LOGROS15";"LOGROS16"
73;13;1;65;68;6;3;NA;4;"JUBILADO                                        ";"QUIMICO                                         ";3;1;1;6;1;2;2;6;3;3;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;4;NA;NA;NA;NA;2;NA;2;NA;NA;NA;3;3;NA;"                                                ";"                                                ";"                                                ";"                                                ";"                                                ";"                                                ";"                                                ";"                                                ";NA;NA;3;NA;NA;NA;NA;3;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;3;"PORTUGUES                                       ";"DORA TONIUTTI                                   ";"                                                ";"                                                ";"                                                ";"                                                ";1;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
74;13;2;65;67;3;NA;69;8;"JUBILADA                                        ";"DOCENTE                                         ";2;0;NA;6;0;4;4;9;6;2;2;7;0;7;0;NA;7;0;0;NA;NA;0;0;0;4;4;4;4;4;4;4;NA;4;4;4;4;"ASTRONOMIA                                      ";"DIEGO GARCIA LAMBAS                             ";"COMPUTACION REDES SOCIALES                      ";"VIVIANA CRAGNOLINI                              ";"                                                ";"                                                ";"                                                ";"                                                ";NA;4;NA;NA;NA;4;NA;4;4;4;4;4;NA;NA;4;NA;4;NA;4;"COMPUTACION Y FOTOGRAFIA DIGITAL                ";"ROMINA MARTINO                                  ";"HISTORIAS NO CONTADAS DE LA HISTORIA            ";"MANUEL PASCUAL                                  ";"ASTRONOMIA                                      ";"DIEGO GARCIA LAMBAS                             ";NA;3;NA;1;9;1;3;4;4;3;2;3;3;4;3;4;4
75;13;2;54;67;3;NA;72;6;"JUBILADA                                        ";"DOCENTE                                         ";13;1;3;5;2;3;2;6;9;2;2;NA;2;1;1;2;1;NA;1;7;NA;2;NA;NA;0;5;5;5;5;NA;5;5;NA;5;NA;NA;"A TODO RITMO                                    ";"BRUSSA                                          ";"                                                ";"                                                ";"                                                ";"                                                ";"                                                ";"                                                ";1;3;2;1;1;3;2;4;3;1;4;2;2;2;1;1;4;1;2;"COMPUTACION                                     ";"                                                ";"                                                ";"                                                ";"                                                ";"                                                ";NA;3;NA;NA;NA;NA;3;3;3;NA;NA;NA;NA;3;NA;3;3
76;13;2;59;69;6;4;NA;2;"JUBILADA                                        ";"ENFERMERA                                       ";10;0;NA;5;NA;2;1;3;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;9;5;5;5;5;9;9;9;5;5;5;"                                                ";"                                                ";"                                                ";"                                                ";"                                                ";"                                                ";"                                                ";"                                                ";4;4;4;2;2;4;4;4;4;4;4;4;9;4;4;9;4;9;4;"FOLCLORE                                        ";"MARIA EUGENIA ZARAZAGA                          ";"PORTUGUES                                       ";"RENATO CANDIDO GUIMARTES                        ";"COMPUTACION                                     ";"PABLO SIMONASSI                                 ";NA;4;2;4;9;2;4;3;3;2;4;4;3;2;2;2;3
77;13;2;57;59;5;NA;NA;6;"JUBILADA                                        ";"DOCENTE                                         ";3;1;3;6;0;3;4;6;9;1;NA;NA;0;1;2;2;NA;NA;1;2;NA;5;4;NA;0;3;4;4;0;0;4;4;4;3;4;3;"PNL                                             ";"CORA GOTUSSO                                    ";"                                                ";"                                                ";"                                                ";"                                                ";"                                                ";"                                                ";1;2;1;2;1;2;2;3;4;2;4;4;4;3;4;1;2;1;4;"EL CINE NOS CUENTA UNA HISTORIA                 ";"                                                ";"TALLER DE MUSICA                                ";"                                                ";"                                                ";"                                                ";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
78;13;2;54;68;5;NA;NA;6;"                                                ";"DOCENTE                                         ";14;0;NA;5;3;3;4;9;NA;3;3;NA;NA;NA;6;NA;NA;1;NA;NA;NA;4;5;NA;0;4;5;5;5;4;NA;NA;4;5;5;4;"INGLES                                          ";"IRENE                                           ";"                                                ";"                                                ";"                                                ";"                                                ";"                                                ";"                                                ";3;4;NA;NA;NA;NA;4;4;NA;NA;3;4;NA;4;4;NA;NA;NA;NA;"INGLES                                          ";"IRENE                                           ";"                                                ";"                                                ";"                                                ";"                                                ";8;3;NA;NA;NA;3;3;3;3;NA;NA;NA;NA;3;NA;NA;3
79;13;2;60;63;2;NA;64;4;"JUBILADA                                        ";"CUIDADORA DE NIÑOS                             ";2;1;3;4;2;2;2;3;9;2;NA;7;3;1;7;0;1;0;1;1;NA;1;7;1;2;4;3;3;2;NA;3;3;4;5;5;4;"LECTURA CREATIVA                                ";"JAVIER QUINTO                                   ";"                                                ";"                                                ";"                                                ";"                                                ";"                                                ";"                                                ";2;3;1;3;NA;4;4;4;4;4;4;4;4;2;4;9;4;1;3;"TALLER ESCRITURA                                ";"FLORENCIA LOPEZ                                 ";"COMPUTACION                                     ";"                                                ";"TELAR                                           ";"                                                ";3;4;3;4;3;3;4;4;4;3;4;2;4;4;2;3;2
80;13;2;70;75;6;4;NA;6;"JUBILADA                                        ";"EMPLEADA                                        ";4;1;3;6;0;2;3;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;5;5;5;5;4;NA;4;4;9;3;"PNL                                             ";"CORA GOTUSSO                                    ";"                                                ";"                                                ";"                                                ";"                                                ";"                                                ";"                                                ";NA;4;NA;NA;NA;NA;NA;4;4;NA;3;4;NA;NA;4;NA;3;NA;3;"Y LA VIDA VA                                    ";"ANDRES URRUTIA                                  ";"DIALOGANDO CON LOS SABIOS                       ";"GASTON MOISSET                                  ";"ENTRENAMIENTO INTELECTUAL                       ";"GASTON MOISSET                                  ";15;3;3;2;9;4;2;4;3;9;1;2;9;3;9;3;4
81;13;2;15;70;6;15;NA;4;"AMA DE CASA                                     ";"PENSIONADA                                      ";1;2;4;NA;2;2;3;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;5;5;5;5;3;0;3;3;3;9;"INGLES                                          ";"DELIA MOYANO                                    ";"INGLES PARA VIAJEROS                            ";"MASCIARI                                        ";"                                                ";"                                                ";"                                                ";"                                                ";4;4;4;4;4;4;3;4;4;4;4;4;9;4;4;9;4;1;4;"INGLES                                          ";"DELIA MOYANO                                    ";"COMPUTACION                                     ";"                                                ";"MEMORIA                                         ";"GASTON MOISSET                                  ";4;4;4;4;9;4;4;4;4;9;1;1;4;4;4;4;4
82;13;2;57;60;1;NA;70;8;"JUBILADA                                        ";"PROFESORA DE LENGUA INGLESA                     ";NA;1;4;6;1;3;4;9;9;1;1;7;1;0;0;0;0;0;0;7;NA;1;0;1;5;2;0;0;0;0;0;4;4;5;4;5;"ITALIANO I                                      ";"ROMINA DALLA FENICE                             ";"                                                ";"                                                ";"                                                ";"                                                ";"                                                ";"                                                ";4;4;4;1;1;4;1;4;4;1;4;4;4;1;4;1;4;1;4;"FOTOGRAFIA INICIAL                              ";"FRANCK                                          ";"                                                ";"                                                ";"                                                ";"                                                ";1;3;4;4;1;1;4;4;4;1;1;1;1;4;4;4;4
83;13;2;56;76;2;NA;84;4;"JUBILADA                                        ";"                                                ";NA;1;2;3;NA;1;2;6;3;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;3;3;3;2;2;NA;NA;NA;NA;NA;NA;"CONVERSACIONES SOBRE PSICOANALISIS              ";"AMALIA GIORGI                                   ";"                                                ";"                                                ";"                                                ";"                                                ";"                                                ";"                                                ";3;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CONVERSACIONES SOBRE PSICOANALISIS              ";"AMALIA GIORGI                                   ";"                                                ";"                                                ";"                                                ";"                                                ";11;3;3;2;3;3;3;3;3;4;1;4;3;3;3;3;3
84;13;2;70;NA;2;NA;NA;4;"                                                ";"EMPRESARIA                                      ";5;0;NA;5;NA;2;2;6;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;3;5;5;3;3;4;0;NA;4;3;3;"UNA DE CAL UNA DE ARENA                         ";"ANDRES URRUTIA                                  ";"                                                ";"                                                ";"                                                ";"                                                ";"                                                ";"                                                ";NA;4;NA;NA;NA;4;NA;4;NA;NA;4;4;NA;4;4;NA;4;NA;NA;"                                                ";"                                                ";"                                                ";"                                                ";"                                                ";"                                                ";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
85;13;1;68;73;2;NA;69;8;"JUBILADO                                        ";"MAGISTRADO JUDICIAL                             ";5;1;4;6;1;3;4;6;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;5;5;0;5;0;3;0;3;5;5;9;"VAMOS JUNTOS AL TEATRO                          ";"LUCIANO Y VALENTINA                             ";"                                                ";"                                                ";"                                                ";"                                                ";"                                                ";"                                                ";1;4;1;1;1;3;3;4;1;3;3;1;1;2;2;1;1;1;1;"                                                ";"                                                ";"                                                ";"                                                ";"                                                ";"                                                ";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
86;13;2;71;73;1;NA;NA;6;"ASESORA DE LABORATORIO                          ";"MEDICA                                          ";3;0;NA;6;0;3;4;9;9;1;1;NA;1;NA;NA;NA;NA;NA;1;NA;NA;3;3;5;NA;5;NA;NA;NA;NA;5;NA;5;5;5;5;"                                                ";"                                                ";"                                                ";"                                                ";"                                                ";"                                                ";"                                                ";"                                                ";4;4;4;1;1;2;3;3;3;2;3;3;9;3;3;2;3;1;3;"RESILENCIA                                      ";"                                                ";"VIAJAR FORTALECE EL CORAZON                     ";"RAQUEL                                          ";"GENERATIVIDAD                                   ";"GASTON MOISSET                                  ";10;3;2;2;NA;3;3;3;2;3;3;3;1;3;3;3;3
87;13;2;60;67;1;NA;NA;6;"JUBILADA                                        ";"DOCENTE UNIVERSITARIO                           ";7;0;NA;6;NA;2;2;6;9;1;NA;NA;2;NA;NA;NA;NA;NA;NA;5;NA;4;2;NA;NA;4;NA;NA;NA;NA;NA;4;NA;5;4;4;"RITMOS CARIBEÑOS                               ";"IVANA BRUSSA                                    ";"                                                ";"                                                ";"                                                ";"                                                ";"                                                ";"                                                ";NA;4;4;2;4;4;4;3;3;NA;2;NA;2;2;NA;9;4;NA;3;"PNL                                             ";"                                                ";"MEMORIA                                         ";"GASTON MOISSET                                  ";"COMPUTACION                                     ";"                                                ";NA;3;3;3;3;3;4;4;3;2;2;3;3;3;3;3;3
88;13;2;55;66;5;NA;NA;6;"JUBILADA                                        ";"PSICOLOGA                                       ";11;1;4;6;NA;2;1;NA;9;3;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;"                                                ";"                                                ";"                                                ";"                                                ";"                                                ";"                                                ";"                                                ";"                                                ";NA;NA;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"                                                ";"                                                ";"                                                ";"                                                ";"                                                ";"                                                ";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
89;13;2;73;77;2;NA;78;6;"JUBILADA                                        ";"ESCRIBANA                                       ";4;0;NA;6;0;3;3;9;6;2;NA;7;0;0;0;6;NA;NA;NA;NA;NA;7;7;NA;4;0;0;0;0;0;0;NA;4;4;4;4;"PNL                                             ";"GOTUSSO                                         ";"                                                ";"                                                ";"                                                ";"                                                ";"                                                ";"                                                ";4;4;NA;NA;NA;4;NA;4;4;NA;4;4;NA;NA;NA;NA;4;NA;NA;"MEMORIA I Y II                                  ";"GASTON MOISSET                                  ";"                                                ";"                                                ";"                                                ";"                                                ";4;4;NA;NA;NA;4;4;4;4;NA;NA;4;NA;4;NA;NA;4
90;13;2;63;6;12;NA;NA;4;"AMA DE CASA                                     ";"PROSECRETARIA PODER JUDICIAL                    ";20;1;NA;6;2;2;2;6;6;1;1;NA;NA;2;4;2;4;4;NA;NA;NA;4;2;NA;NA;4;5;5;5;5;NA;NA;4;4;4;4;"PALABRAS Y GESTOS DE AMOR                       ";"ANDRES URRUTIA                                  ";"CONVERSACIONES SOBRE PSICOANALISIS              ";"GLORES                                          ";"                                                ";"                                                ";"                                                ";"                                                ";4;NA;NA;NA;NA;NA;NA;NA;4;NA;4;4;NA;NA;NA;NA;NA;NA;NA;"                                                ";"                                                ";"                                                ";"                                                ";"                                                ";"                                                ";13;3;3;2;2;3;3;4;3;3;3;NA;3;2;2;2;3
91;13;1;65;73;2;NA;70;6;"JUBILADO                                        ";"CONTADOR                                        ";8;1;4;6;0;4;4;9;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;4;4;5;4;4;NA;NA;4;4;4;"RITMO                                           ";"LUCIANA GARZON                                  ";"                                                ";"                                                ";"                                                ";"                                                ";"                                                ";"                                                ";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;NA;"PONGALE RITMO                                   ";"LUCIANA GARZON                                  ";"SMART PHONE                                     ";"SIMON                                           ";"                                                ";"                                                ";1;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
92;13;2;62;68;2;NA;65;6;"JUBILADA                                        ";"DOCENTE                                         ";6;1;3;6;3;2;2;6;9;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;4;5;NA;4;NA;4;NA;NA;5;4;NA;"RITMOS                                          ";"IVANA BRUSSA                                    ";"                                                ";"                                                ";"                                                ";"                                                ";"                                                ";"                                                ";NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"                                                ";"                                                ";"                                                ";"                                                ";"                                                ";"                                                ";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
93;13;2;50;2;NA;NA;NA;6;"                                                ";"DIRECTORA                                       ";NA;1;4;NA;5;NA;4;4;9;0;2;2;7;NA;7;7;7;NA;NA;NA;NA;NA;NA;NA;4;4;5;5;NA;5;5;0;4;5;4;NA;"A TODO RITMO                                    ";"IVANA BRUSSA                                    ";"                                                ";"                                                ";"                                                ";"                                                ";"                                                ";"                                                ";4;4;NA;NA;NA;4;NA;4;4;NA;NA;4;NA;NA;NA;NA;4;NA;4;"                                                ";"                                                ";"                                                ";"                                                ";"                                                ";"                                                ";NA;4;4;4;4;4;4;4;4;4;NA;4;3;4;4;4;4
94;13;2;57;71;6;15;NA;6;"JUBILADA                                        ";"PSICOLOGA                                       ";14;1;9;6;0;3;2;6;6;4;3;NA;1;2;7;7;2;4;NA;NA;NA;2;NA;NA;5;5;5;5;5;3;4;NA;4;4;3;NA;"FRANCES NIVEL II                                ";"GABRIELA CHAVEZ                                 ";"                                                ";"                                                ";"                                                ";"                                                ";"                                                ";"                                                ";NA;4;NA;NA;NA;4;4;4;4;4;4;4;NA;NA;NA;NA;NA;NA;4;"FRANCES I                                       ";"GABRIELA CHAVEZ                                 ";"                                                ";"                                                ";"                                                ";"                                                ";1;4;NA;NA;NA;NA;4;4;4;NA;NA;NA;NA;4;NA;NA;4
95;13;2;62;68;6;2;NA;6;"JUBILADA                                        ";"AMA DE CASA                                     ";6;0;NA;2;0;3;3;9;9;1;NA;NA;0;4;6;6;4;6;0;NA;NA;4;0;0;NA;5;5;5;5;5;3;0;2;5;0;0;"UNA DE CAL, UNA DE ARENA                        ";"ANDRES URRUTIA                                  ";"BAILOTERAPIA                                    ";"ERENIA                                          ";"LA PARADOJA DEL HUMOR                           ";"CARLA ARONICA                                   ";"EL DESAFIO DE COMUNICARNOS EN INGLES            ";"GRACIELA HUEGA                                  ";4;4;3;4;4;4;4;4;4;2;3;4;1;4;4;1;4;1;4;"COMPUTACION                                     ";"RODRIGO                                         ";"RESOLVER CONFLICTOS                             ";"CARLA ARONICA                                   ";"                                                ";"                                                ";2;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4
96;13;1;59;73;2;NA;63;6;"JUBILADO                                        ";"DOCENTE                                         ";14;1;3;6;NA;2;3;6;0;NA;NA;7;NA;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;0;4;3;3;NA;NA;0;4;4;2;4;"INGLES 5                                        ";"KUFNER IRENE                                    ";"                                                ";"                                                ";"                                                ";"                                                ";"                                                ";"                                                ";3;4;NA;9;9;3;NA;4;4;4;NA;4;NA;NA;NA;NA;4;9;9;"INGLES 4                                        ";"IRENE KUFNER                                    ";"FRANCES 3 Y 4                                   ";"GABRIELA CHAVEZ                                 ";"                                                ";"                                                ";NA;9;9;9;9;2;3;9;9;9;9;9;3;3;9;9;3
97;13;2;65;70;2;NA;70;6;"JUBILADA                                        ";"TRANSPORTISTA ESCOLAR                           ";5;1;2;6;NA;3;2;6;6;2;NA;NA;NA;NA;3;3;NA;3;NA;NA;NA;NA;NA;NA;3;0;4;4;0;4;0;0;0;5;4;NA;"PONELE RITMO A LA VIDA                          ";"LUCIANA GARZON                                  ";"PHOTOSHOP                                       ";"RAMIRO ORTIZ                                    ";"                                                ";"                                                ";"                                                ";"                                                ";NA;4;NA;NA;NA;4;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;4;NA;NA;"COMPUTACION                                     ";"ROGRIGO                                         ";"                                                ";"                                                ";"                                                ";"                                                ";NA;3;4;NA;3;4;3;4;4;NA;NA;NA;3;3;4;4;4
98;13;2;60;NA;6;2;NA;NA;"JUBILADA                                        ";"BIBLIOTECARIA                                   ";14;1;2;6;1;2;1;3;3;1;NA;NA;1;NA;NA;7;NA;NA;NA;NA;1;6;NA;NA;NA;NA;NA;5;NA;NA;NA;NA;4;4;NA;NA;"MINDFULNES                                      ";"ROCHA                                           ";"                                                ";"                                                ";"                                                ";"                                                ";"                                                ";"                                                ";3;4;2;9;9;1;1;4;4;9;4;4;9;9;4;9;1;1;4;"PNL I II Y III                                  ";"CORA GOTUSSO                                    ";"MEMORIA Y GENERATIVIDAD                         ";"GASTON MOISSET                                  ";"                                                ";"                                                ";10;3;3;3;9;2;3;4;4;9;1;1;4;4;3;3;4
99;13;2;62;76;6;12;NA;4;"JUBILADA                                        ";"COMERCIANTE                                     ";14;1;0;2;3;2;2;3;3;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;2;NA;2;NA;3;NA;NA;4;NA;NA;"                                                ";"                                                ";"                                                ";"                                                ";"                                                ";"                                                ";"                                                ";"                                                ";NA;4;NA;NA;4;4;NA;4;3;NA;NA;NA;NA;2;NA;NA;4;NA;3;"                                                ";"                                                ";"                                                ";"                                                ";"                                                ";"                                                ";5;NA;4;NA;NA;3;4;4;NA;NA;3;3;2;4;NA;4;3
100;13;2;57;70;2;NA;83;6;"JUBILADA                                        ";"DOCENTE                                         ";14;1;4;6;2;3;2;9;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;5;NA;5;NA;5;4;NA;5;5;5;4;"                                                ";"                                                ";"                                                ";"                                                ";"                                                ";"                                                ";"                                                ";"                                                ";2;4;2;1;1;4;4;4;4;1;4;4;4;3;4;2;3;NA;4;"PNL I II                                        ";"DORA GOTUSSO                                    ";"MITOS GRIEGOS                                   ";"MELI HERNANDEZ                                  ";"                                                ";"                                                ";3;4;3;3;2;3;4;4;4;4;4;4;4;4;4;4;4
