"X";"ID";"DNI";"SEXO";"EDADJUBILACION";"GRUPOTOMA";"TOMA";"NRO";"EDAD";"ECIVIL";"TIEMPOVIUDA";"EDADCONY";"ANIMO";"OCUPACION";"ULTIMAOCUPACION";"HACECUANTO";"CAMBIOJUBIL";"COMOCAMBIO";"NIVELESTUDIOS";"VECESMEDICO";"SALUDSUBJ";"SALUDSATIS";"VIDASTIS";"HACIENDOMAYOR";"CONQUIENVIVE";"MIEMBROSHOGAR";"VECES1";"VECES2";"VECES3";"VECES4";"VECES5";"VECES6";"VECES7";"VECES8";"VECES9";"VECES10";"VECES11";"VECES12";"VECES13";"LLEVA1";"LLEVA2";"LLEVA3";"LLEVA4";"LLEVA5";"LLEVA6";"LLEVA7";"LLEVA8";"LLEVA9";"LLEVA10";"LLEVA11";"LLEVA12";"MOTIVO1";"MOTIVO2";"MOTIVO3";"MOTIVO4";"MOTIVO5";"MOTIVO6";"MOTIVO7";"MOTIVO8";"MOTIVO9";"MOTIVO10";"MOTIVO11";"MOTIVO12";"MOTIVO13";"MOTIVO14";"MOTIVO15";"MOTIVO16";"MOTIVO17";"MOTIVO18";"MOTIVO19";"AÑOS";"LOGROS1";"LOGROS2";"LOGROS3";"LOGROS4";"LOGROS5";"LOGROS6";"LOGROS7";"LOGROS8";"LOGROS9";"LOGROS10";"LOGROS11";"LOGROS12";"LOGROS13";"LOGROS14";"LOGROS15";"LOGROS16"
1419;1224;812;2;55;"B";5;50275;56;5;NA;NA;6;"JUBILADA                                        ";"EMPLEADA                                        ";2;1;4;6;1;3;3;6;9;3;2;NA;NA;7;NA;NA;NA;NA;NA;NA;NA;5;7;NA;NA;NA;5;3;NA;5;NA;NA;NA;5;5;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;1;4;4;4;NA;NA;NA;4;4;NA;NA;4;4;4;NA;4;4
117;117;807;2;52;"E";13;7109;NA;1;NA;NA;6;"JUBILADA                                        ";"DOCENTE                                         ";29;0;NA;4;2;3;2;6;6;1;1;NA;4;NA;NA;NA;NA;NA;4;NA;NA;3;2;NA;NA;4;NA;NA;NA;NA;NA;NA;4;4;4;4;NA;NA;NA;NA;NA;NA;NA;4;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;3;NA;3;4;4;4;NA;4;4;3;3;NA;NA;4
1119;986;763;1;65;"B";4;299;80;6;10;NA;8;"JUBILADO                                        ";"COMERCIO                                        ";15;1;2;3;2;2;1;9;6;1;NA;NA;NA;NA;2;2;NA;1;NA;NA;NA;NA;NA;NA;NA;5;NA;5;NA;5;NA;NA;5;5;5;NA;4;4;NA;NA;NA;4;4;4;4;NA;4;4;4;4;4;NA;4;NA;NA;NA;4;4;4;4;4;4;4;4;4;NA;4;4;4;4;4;4
1820;1544;40;2;57;"D";10;336;62;2;NA;58;8;"JUBILADA                                        ";"DOCENTE                                         ";5;1;4;5;1;4;4;6;9;5;3;7;1;7;NA;NA;NA;NA;NA;NA;1;2;3;NA;5;5;4;NA;NA;NA;NA;NA;4;4;3;4;4;4;4;1;1;3;1;4;3;4;3;3;3;4;3;3;3;NA;4;5;4;3;3;4;3;2;3;4;3;4;3;2;3;3;3;4
416;388;736;2;57;"B";5;50039;65;1;NA;NA;2;"JUBILADA                                        ";"DOCENTE                                         ";8;1;1;5;2;3;4;3;3;1;NA;NA;7;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;4;3;NA;3;4;NA;NA;NA;4;NA;4;NA;NA;3;3;4;3;NA;9;4;9;3;2;3;2;2;2;2;2;9;3;2;3;2;9;3;1;3;3
435;404;848;2;60;"B";5;70031;NA;2;NA;NA;8;"                                                ";"REPOSTERIA                                      ";3;0;NA;1;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;5;5;5;0;5;4;0;4;5;4;4;3;4;1;1;1;2;2;4;4;2;4;4;2;3;3;1;3;1;2;5;NA;3;3;3;2;3;3;3;4;3;2;3;3;3;3;3
2083;1743;142;2;55;"A";2;186;66;6;10;NA;8;"JUBILADA                                        ";"PROFESORA                                       ";11;1;2;6;1;1;3;6;3;1;NA;NA;NA;2;7;NA;NA;NA;NA;NA;NA;3;NA;NA;NA;NA;4;4;NA;NA;NA;NA;NA;NA;NA;NA;4;4;3;NA;1;4;NA;3;9;NA;4;3;3;3;3;3;4;4;4;NA;3;4;3;4;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2509;2076;444;1;65;"B";5;50062;71;1;NA;71;4;"JUBILADO                                        ";"CONSTRUCTORA                                    ";6;0;NA;3;0;2;2;6;6;2;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;NA;NA;NA;NA;NA;NA;4;4;4;4;3;4;NA;NA;NA;3;NA;4;4;NA;4;4;4;4;1;1;3;NA;3;1;3;2;2;3;3;2;3;3;2;2;2;2;3;3;3;3
1938;1638;150;2;58;"A";1;509;67;6;35;NA;6;"JUBILADA                                        ";"DOCENTE                                         ";9;1;3;5;0;6;3;9;6;6;2;NA;2;NA;NA;1;NA;NA;2;NA;1;2;2;NA;3;5;5;NA;NA;NA;NA;5;NA;4;3;NA;NA;4;NA;NA;NA;4;NA;4;NA;NA;4;4;NA;NA;NA;NA;4;NA;NA;5;NA;3;2;4;4;4;4;3;4;3;NA;1;3;3;3;1
877;788;676;2;60;"D";10;349;72;5;NA;NA;8;"JUBILADA                                        ";"DIRECTORA DE JAR                                ";12;1;3;6;2;2;3;9;6;1;NA;NA;2;NA;4;7;NA;NA;NA;NA;NA;1;NA;NA;NA;4;NA;5;NA;NA;NA;NA;3;5;3;3;1;1;2;9;9;9;9;9;9;9;9;9;9;9;9;9;4;9;2;1;2;9;9;9;9;3;4;2;9;9;9;9;2;9;9;2
710;643;227;2;58;"B";5;70274;5;NA;NA;NA;NA;"JUBILADA                                        ";"DIRECORA DOCENTE                                ";5;1;4;5;NA;2;2;6;NA;1;NA;NA;3;1;4;4;1;4;3;NA;2;7;NA;NA;NA;4;4;5;4;5;4;NA;4;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
497;456;494;2;52;"D";11;471;74;2;NA;74;2;"                                                ";"JUBILADA                                        ";23;1;1;4;NA;2;2;3;3;2;NA;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;3;3;NA;NA;2;3;NA;3;4;4;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1842;1562;299;2;65;"B";4;179;71;6;13;NA;6;"PINTURA                                         ";"PINTURA                                         ";6;1;3;5;NA;3;2;6;6;1;1;NA;3;2;3;5;0;3;0;NA;5;4;5;NA;NA;4;5;5;5;5;0;0;4;4;4;4;NA;4;NA;NA;NA;4;NA;4;4;4;4;4;NA;NA;4;NA;4;NA;4;NA;3;4;3;3;4;4;4;4;3;NA;4;4;4;4;4;4
189;185;927;2;61;"D";10;41;61;2;NA;62;6;"AMA DE CASA                                     ";"ADMINISTRATIVA                                  ";10;1;4;4;0;4;4;9;9;5;3;7;0;7;7;7;7;7;0;0;0;3;6;0;4;5;5;5;5;5;4;NA;4;4;5;4;4;4;4;1;3;3;9;4;4;4;4;4;9;9;4;9;4;9;4;3;4;3;3;3;4;4;4;4;1;1;1;4;4;4;4;NA
691;625;282;1;57;"B";4;464;NA;2;NA;63;4;"JUBILADO                                        ";"DOCENTE                                         ";11;1;2;5;2;2;1;3;6;2;3;7;NA;2;0;3;1;0;NA;NA;NA;1;1;NA;3;NA;3;3;4;3;NA;NA;NA;3;3;3;4;4;1;1;4;3;3;3;4;1;4;4;4;3;4;1;3;1;4;7;4;3;4;3;3;3;4;4;3;2;2;2;3;3;3;4
1174;1032;394;1;71;"C";7;70277;76;3;NA;69;8;"JUBILADO PROF FO                                ";"DIRECTOR DE EMPR                                ";5;1;4;5;3;3;9;9;2;NA;7;3;1;NA;NA;NA;NA;NA;NA;NA;1;1;1;NA;5;5;5;NA;4;NA;5;NA;5;5;5;5;3;4;3;9;9;4;4;4;3;4;4;3;9;9;3;9;9;9;9;NA;4;3;3;3;4;4;4;3;3;3;3;3;NA;NA;NA;NA
1740;1478;955;2;60;"A";1;79;60;5;NA;NA;8;"JUBILADA                                        ";"DOCENTE                                         ";1;1;4;4;2;3;3;9;9;7;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;4;NA;4;NA;NA;NA;NA;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
924;829;244;2;60;"B";5;50001;69;4;NA;NA;4;"AMA DE CASA                                     ";"EMPLEADA ADMINIS                                ";9;1;1;3;0;3;3;3;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;4;3;3;NA;NA;NA;NA;3;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1831;1553;769;1;58;"A";1;902;79;2;NA;73;NA;"JUBILADO                                        ";"CONTADOR                                        ";21;1;2;6;2;2;2;6;3;2;1;7;0;0;1;1;0;0;1;0;1;4;0;0;4;0;0;1;0;0;1;0;1;3;0;1;3;3;2;9;1;1;1;4;4;4;NA;3;2;1;4;3;4;9;1;12;3;2;2;2;3;2;3;3;2;1;2;2;3;2;2;3
2211;1845;49;2;60;"A";2;296;62;3;NA;66;4;"AMA DE CASA                                     ";"BANCARIA                                        ";2;1;2;6;NA;2;2;6;6;2;2;7;NA;NA;NA;3;NA;3;NA;NA;NA;3;2;NA;3;NA;NA;3;NA;NA;NA;NA;4;4;3;3;4;4;NA;NA;NA;NA;4;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;3;NA;3;NA;3;3;4;4;9;9;9;9;4;3;3;4
451;419;360;2;65;"D";10;356;81;6;3;NA;NA;"JUBILADA                                        ";"                                                ";NA;1;2;5;NA;3;1;6;6;1;NA;NA;NA;1;NA;1;1;NA;NA;NA;NA;1;1;NA;NA;NA;5;5;5;NA;NA;NA;NA;5;5;NA;4;4;4;NA;NA;4;NA;4;NA;4;NA;4;NA;NA;NA;NA;4;NA;NA;2;3;3;2;NA;3;3;3;4;2;1;3;4;4;3;4;2
727;658;862;1;56;"B";5;50049;NA;2;NA;63;4;"JUBILADO                                        ";"PODER JUDICIAL                                  ";11;0;NA;6;2;2;2;9;6;5;3;7;NA;5;5;5;4;2;1;NA;NA;5;2;2;5;NA;5;5;5;5;4;NA;4;4;4;4;3;3;2;1;NA;3;3;3;3;3;4;4;1;4;4;1;4;1;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1122;989;363;2;61;"A";1;81;62;2;NA;66;4;"AMA DE CASA                                     ";"AMA DE CASA JUBI                                ";1;0;NA;4;0;3;4;9;6;2;2;7;1;6;0;0;1;0;0;0;0;0;7;NA;3;3;4;4;4;4;3;0;3;3;3;3;3;3;3;1;1;3;1;3;4;1;4;4;1;3;3;2;4;1;3;3;4;3;1;3;4;4;4;3;2;2;2;3;4;3;3;NA
2086;1746;942;1;62;"A";1;932;68;2;NA;67;6;"JUBILADO                                        ";"CORREDOR INMOBIL                                ";6;1;2;3;1;2;3;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;1;4;4;3;4;4;NA;NA;4;4;4;3;4;3;1;2;NA;NA;3;3;NA;4;3;9;9;3;9;3;NA;3;1;3;9;9;9;NA;2;4;3;9;9;9;9;3;2;3;3
1642;1406;278;2;64;"A";2;53;69;2;NA;NA;4;"AMA DE CASA                                     ";"COMERCIANTE                                     ";5;1;1;4;NA;2;2;6;9;5;4;7;0;6;3;2;1;1;NA;NA;NA;NA;NA;NA;3;5;5;5;4;5;4;NA;4;5;5;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2218;1851;48;2;59;"A";2;1008;61;5;NA;NA;4;"JUBILADA                                        ";"DOCENTE                                         ";2;1;3;5;0;2;2;6;6;1;NA;NA;2;3;3;3;3;3;NA;NA;1;3;4;0;0;4;5;5;5;5;4;2;5;5;5;5;NA;4;NA;NA;NA;4;NA;4;NA;NA;NA;4;4;4;NA;NA;4;NA;4;2;3;NA;NA;3;NA;4;4;4;NA;NA;3;3;4;4;4;NA
2521;2087;602;2;61;"D";11;470;70;2;NA;73;8;"EMPRESA                                         ";"                                                ";9;0;NA;4;3;3;3;9;NA;2;2;7;7;7;0;4;NA;NA;NA;NA;NA;NA;NA;NA;5;5;5;NA;4;NA;5;NA;NA;3;3;3;NA;4;NA;NA;NA;NA;4;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;4;4;NA;NA;NA;NA;NA;NA;NA;4;4
1686;1439;705;1;69;"C";7;70373;NA;2;NA;71;8;"JUBILADO                                        ";"EMPLEADO                                        ";4;1;3;6;5;3;3;9;6;6;NA;7;0;7;7;7;7;0;0;0;0;0;7;0;5;5;5;5;5;5;5;9;4;4;4;9;3;4;2;1;1;2;1;3;3;3;4;3;4;3;3;1;3;9;2;NA;3;9;9;9;2;2;4;3;2;1;9;3;9;3;4;NA
2212;1846;461;2;56;"A";1;508;66;2;NA;67;6;"JUBILADO DOC                                    ";"PROF SECUNDARIO                                 ";NA;1;3;6;NA;2;2;9;6;1;1;3;NA;3;3;3;NA;1;1;0;0;4;7;5;2;5;4;4;3;3;4;0;2;4;4;3;2;3;2;2;2;3;1;4;3;3;4;4;3;2;4;2;2;1;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2445;2025;984;2;53;"A";1;197;73;6;25;NA;6;"JUBILADA                                        ";"VICEDIRECT.                                     ";20;1;2;5;1;3;4;6;6;1;NA;NA;NA;5;0;5;2;2;NA;NA;NA;6;4;3;NA;4;5;5;5;5;NA;NA;NA;5;5;5;NA;4;NA;NA;NA;NA;NA;4;4;NA;NA;NA;NA;NA;NA;NA;4;NA;4;NA;4;NA;NA;NA;NA;4;4;NA;NA;NA;NA;NA;4;4;4;NA
2366;1966;348;2;52;"A";2;883;64;2;NA;68;6;"JUBILADA                                        ";"DOCENTE                                         ";12;0;NA;4;1;3;2;9;9;2;2;7;NA;2;2;2;2;1;NA;NA;2;3;4;NA;4;0;3;3;3;4;3;0;3;4;4;4;3;3;1;1;1;1;1;1;3;2;3;3;1;1;NA;NA;3;9;NA;4;3;3;3;2;2;3;4;3;3;2;3;3;3;2;3;3
164;163;598;2;58;"D";10;105;59;2;NA;69;6;"JUB DOCENTE                                     ";"P DE MATEM                                      ";1;1;3;6;0;2;2;9;9;2;2;1000;10;NA;NA;NA;NA;NA;10;NA;10;2;5;5;4;4;0;0;0;0;3;0;3;4;4;3;1;3;1;1;1;2;2;1;3;1;4;3;2;2;4;1;2;1;1;1;1;1;1;1;1;1;4;3;1;2;2;1;3;2;2;4
2049;1716;224;2;62;"B";4;3;62;1;NA;NA;6;"PARAPSICOLOGA                                   ";"LA MISMA                                        ";NA;1;3;5;0;2;2;9;6;7;2;0;0;0;0;0;0;0;0;7;0;3;4;0;0;5;0;0;0;0;4;2;4;5;5;4;3;4;2;1;3;4;4;3;4;2;4;4;1;4;4;1;4;1;1;10;4;3;2;2;4;4;4;4;3;2;3;4;4;3;3;3
624;564;570;2;60;"B";4;646;62;5;NA;NA;4;"COMERCIANTE                                     ";"COMERCIANTE                                     ";2;1;4;3;NA;4;4;6;6;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;5;NA;NA;NA;NA;NA;5;5;5;NA;4;NA;NA;NA;4;NA;4;4;NA;4;4;4;4;4;NA;4;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1571;1349;181;1;66;"B";4;104;72;2;NA;67;6;"JUBILADO                                        ";"EMPLEADO DE TRAN                                ";6;1;2;4;1;3;3;9;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;4;4;NA;4;NA;2;NA;NA;4;3;5;NA;NA;4;NA;NA;4;NA;4;4;NA;4;4;NA;NA;4;NA;4;NA;NA;5;4;NA;NA;NA;4;4;4;4;NA;NA;NA;NA;NA;NA;4;4
2077;1737;645;1;65;"B";5;50293;76;5;NA;74;6;"JUBILADO                                        ";"ESCRIBANO                                       ";12;1;3;6;0;2;4;9;6;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;5;5;NA;5;NA;NA;5;5;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1633;1398;886;2;50;"A";2;676;74;6;2;NA;4;"                                                ";"DOCENTE                                         ";24;1;2;4;1;2;2;6;6;3;NA;NA;NA;7;2;2;NA;2;NA;NA;NA;2;NA;NA;NA;3;2;2;NA;3;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;3;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA
805;726;98;2;58;"A";2;816;NA;2;NA;71;4;"JUBILADA                                        ";"DOCENTE                                         ";10;1;1;6;2;2;2;6;9;2;2;7;1;3;2;2;1;2;1;NA;0;1;1;NA;5;5;3;3;3;3;3;3;4;4;4;NA;1;3;2;2;2;2;2;3;3;1;3;3;2;3;4;2;3;1;3;8;NA;3;3;3;2;2;3;3;3;2;3;2;3;3;3;3
587;533;380;2;60;"D";10;9;65;2;NA;67;6;"JUBILADA                                        ";"PROFESORA                                       ";5;1;2;6;NA;3;3;6;6;5;3;7;NA;7;7;7;NA;7;NA;NA;NA;1;NA;NA;4;1;3;4;0;4;1;0;5;5;4;4;3;3;2;1;1;1;1;2;3;3;3;3;3;3;3;1;3;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
201;195;767;1;65;"E";13;7264;66;1;NA;68;4;"                                                ";"                                                ";1;0;NA;6;0;2;2;7;7;2;NA;7;NA;5;NA;NA;NA;NA;NA;NA;NA;3;3;NA;4;4;4;NA;3;NA;4;NA;NA;4;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1678;1431;722;2;62;"B";5;70035;65;6;7;7;4;"CERAMISTA                                       ";"                                                ";6;1;2;2;1;2;2;6;9;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;4;4;4;3;NA;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1460;1254;211;1;68;"B";4;717;71;2;NA;69;6;"JUBILADO                                        ";"EMPEADO                                         ";5;0;NA;5;0;3;2;6;6;2;3;7;0;0;3;3;NA;3;1;NA;NA;7;NA;NA;4;3;3;5;3;3;3;NA;NA;4;NA;4;NA;4;NA;NA;NA;NA;NA;4;4;NA;4;4;NA;NA;NA;NA;NA;NA;4;3;4;NA;4;4;4;4;4;4;NA;NA;NA;4;4;4;4;4
1767;1501;546;2;67;"A";2;474;71;4;NA;NA;6;"JUBILADA                                        ";"ADM                                             ";4;1;3;6;1;1;2;9;6;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;2;NA;NA;5;NA;NA;NA;NA;NA;NA;5;5;5;5;NA;4;NA;NA;NA;NA;NA;4;NA;NA;4;4;4;NA;4;NA;4;NA;NA;12;4;NA;NA;NA;4;4;4;4;NA;NA;NA;NA;NA;NA;NA;4
2413;2004;765;2;70;"B";4;456;77;2;NA;67;8;"AMA DE CASA                                     ";"                                                ";7;NA;4;4;1;4;4;9;9;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;4;NA;NA;NA;4;NA;4;4;4;4;4;4;NA;NA;NA;4;4;4;4;NA;4;4;NA;4;4;NA;4;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1252;1094;518;2;53;"B";4;410;68;2;NA;72;4;"AMA DE CASA                                     ";"DOC PRIM                                        ";14;1;2;4;2;2;2;6;6;2;2;7;NA;1;NA;2;2;NA;2;1;NA;1;1;NA;4;4;5;NA;4;NA;4;4;4;4;4;4;1;4;2;1;1;3;1;4;4;1;4;3;1;1;4;1;2;1;4;1;4;3;2;2;3;4;4;4;2;1;1;2;3;3;NA;4
1088;962;170;2;60;"E";13;6097;65;5;NA;NA;4;"JUBILADA                                        ";"EMPLEADA ADMINISTRATIVA                         ";5;1;1;6;1;3;4;6;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;4;0;4;0;3;3;0;4;4;4;4;4;4;4;3;3;1;1;3;3;1;4;4;1;3;3;1;1;1;2;13;4;3;3;3;3;3;4;4;4;1;3;4;3;3;3;3
1326;1152;221;1;65;"A";2;580;NA;6;30;NA;6;"JUBILADO                                        ";"ABOGADO                                         ";6;0;NA;6;NA;2;3;6;9;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;NA;3;4;4;1;NA;3;3;3;3;NA;NA;NA;NA;NA;NA;NA;4;1;3;1;3;3;9;9;3;3;3;NA;NA;NA;NA;NA;3;3;3;3
524;481;532;2;57;"A";1;264;65;2;NA;69;6;"JUBILADA                                        ";"DIRECTORA DE PRI                                ";8;1;2;4;NA;2;2;6;6;2;2;7;4;2;3;3;2;3;4;NA;1;1;NA;NA;4;4;4;4;4;4;4;NA;4;4;4;NA;3;4;1;1;1;3;1;2;3;1;3;3;NA;3;2;1;2;NA;NA;NA;3;NA;NA;NA;NA;4;4;3;NA;4;4;4;3;3;3;NA
388;362;524;2;68;"B";5;50131;75;6;14;NA;4;"JUBILADA                                        ";"AMA DE LLAVES                                   ";7;1;2;2;1;2;1;6;3;4;3;NA;1;1;44;44;1;NA;1;NA;NA;NA;1;NA;0;5;3;3;3;0;0;5;3;3;3;3;3;3;2;1;1;3;2;3;3;4;3;3;3;3;3;1;3;1;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
396;369;799;1;60;"B";5;50096;68;2;NA;65;6;"JUBILADO                                        ";"SALUD PUBLICA                                   ";7;1;2;6;1;2;3;9;6;2;NA;4;0;1;3;3;2;2;0;NA;NA;NA;NA;NA;3;3;3;3;3;3;0;0;3;3;3;3;3;3;3;1;1;3;1;NA;2;3;3;2;3;1;2;1;3;1;1;3;3;9;9;9;2;4;3;9;9;3;3;9;3;9;9;9
1797;1524;419;1;63;"A";1;917;69;5;NA;NA;4;"JUBILADO                                        ";"INGENIERO                                       ";10;1;2;6;NA;2;3;6;6;1;NA;NA;NA;NA;1;1;NA;NA;NA;NA;1;3;3;NA;NA;3;NA;4;NA;NA;NA;NA;3;4;4;NA;4;3;NA;NA;NA;3;NA;3;3;NA;3;3;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;4;3;NA;NA;NA;NA;NA;NA;3;3
2080;1740;688;2;68;"B";5;50444;72;2;NA;78;4;"AMA DE CASA                                     ";"AMA DE CASA                                     ";4;0;2;1;NA;2;2;7;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;3;3;3;3;3;3;3;3;3;3;3;NA;4;NA;NA;4;4;NA;4;4;4;4;4;NA;NA;NA;NA;4;NA;NA;NA;NA;3;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA
2089;1749;455;2;60;"B";5;50342;5;NA;NA;NA;4;"JUBILADA                                        ";"                                                ";8;1;2;6;1;2;2;6;6;1;NA;NA;3;4;3;6;NA;2;0;0;0;4;2;3;NA;4;4;3;0;3;3;0;3;4;NA;3;4;4;4;1;1;4;4;4;4;1;4;4;4;3;4;3;4;1;4;8;4;3;3;3;3;3;4;4;3;2;2;4;4;3;3;4
187;183;737;1;60;"D";10;47;74;1;NA;72;6;"JUBILADO                                        ";"EMPLEADO                                        ";14;1;4;5;0;2;2;9;9;2;2;7;1;4;4;4;4;4;3;0;0;0;0;0;5;4;5;5;5;4;NA;NA;NA;NA;NA;NA;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;4;NA;4;4;4;4;4;4;4;4;4;4;4;3;4;3;4;4;4;4
868;780;479;2;56;"B";4;337;61;6;1;NA;4;"JUBILADA                                        ";"FUNCIONARIA PODE                                ";5;1;2;6;6;3;1;3;6;3;5;NA;4;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;3;3;0;4;0;4;5;4;4;4;4;4;4;4;4;2;4;4;4;1;4;4;4;4;4;2;4;1;4;4;3;3;3;2;3;3;4;3;3;1;3;3;4;3;NA;3
1794;1523;584;2;60;"B";4;348;65;2;NA;64;4;"AMA DE CASA                                     ";"AMA DE CASA                                     ";5;0;NA;4;2;3;3;9;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;5;5;4;4;5;5;4;4;4;4;4;4;4;3;NA;3;4;NA;4;4;4;3;4;3;3;4;3;4;NA;4;NA;3;3;2;2;3;3;4;4;3;3;4;3;3;3;3;3
2605;2153;232;2;62;"B";4;251;NA;6;NA;NA;2;"JUBILADA                                        ";"EMP INDUSTRIA                                   ";21;9;NA;4;5;1;1;7;0;1;1;NA;1;NA;2;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;5;5;5;NA;NA;NA;NA;5;5;NA;NA;3;NA;NA;3;3;3;NA;3;3;NA;3;NA;NA;NA;NA;NA;NA;9;11;4;4;4;4;9;4;4;4;4;9;9;NA;4;NA;4;4
590;536;237;1;67;"B";4;700;NA;NA;NA;NA;6;"                                                ";"DOCENTE                                         ";2;9;NA;6;1;3;2;6;6;1;NA;NA;2;NA;NA;NA;NA;NA;NA;2;4;4;6;NA;NA;5;NA;NA;NA;NA;NA;NA;5;5;5;NA;2;4;4;9;1;4;9;4;4;9;4;4;NA;NA;NA;NA;4;NA;4;1;9;4;9;9;NA;4;4;4;NA;9;1;1;4;4;4;4
